"Story","Title","Result","Date","Stability","Duration (s)"
"Contacto con el Cliente","Como cliente proporciono la informacion necesaria para que me puedan responder","SUCCESS","2022-03-26T23:21:23.956-05:00[America/Bogota]","0.0","109.58"
"Contacto con el Cliente","Como cliente proporciono datos de contacto sin la informacion de correo electronico","SUCCESS","2022-03-26T23:23:16.722-05:00[America/Bogota]","0.0","159.06"
